Country,date,daily_cases,cumulative_cases,latitude,longitude,Continents,SubRegion,deaths,cumulative_deaths
216,Argentina,2022-03-08,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
217,Argentina,2022-03-09,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
218,Argentina,2022-03-10,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
219,Argentina,2022-03-11,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
220,Argentina,2022-03-12,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
221,Argentina,2022-03-13,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
222,Argentina,2022-03-14,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
223,Argentina,2022-03-15,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
224,Argentina,2022-03-16,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
225,Argentina,2022-03-17,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
226,Argentina,2022-03-18,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
227,Argentina,2022-03-19,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
228,Argentina,2022-03-20,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
229,Argentina,2022-03-21,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
230,Argentina,2022-03-22,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
231,Argentina,2022-03-23,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
232,Argentina,2022-03-24,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
233,Argentina,2022-03-25,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
234,Argentina,2022-03-26,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
235,Argentina,2022-03-27,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
236,Argentina,2022-03-28,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
237,Argentina,2022-03-29,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
238,Argentina,2022-03-30,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
239,Argentina,2022-03-31,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
240,Argentina,2022-04-01,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
241,Argentina,2022-04-02,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
242,Argentina,2022-04-03,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
243,Argentina,2022-04-04,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
244,Argentina,2022-04-05,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
245,Argentina,2022-04-06,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
246,Argentina,2022-04-07,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
247,Argentina,2022-04-08,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
248,Argentina,2022-04-09,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
249,Argentina,2022-04-10,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
250,Argentina,2022-04-11,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
251,Argentina,2022-04-12,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
252,Argentina,2022-04-13,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
253,Argentina,2022-04-14,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
254,Argentina,2022-04-15,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
255,Argentina,2022-04-16,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
256,Argentina,2022-04-17,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
257,Argentina,2022-04-18,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
258,Argentina,2022-04-19,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
259,Argentina,2022-04-20,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
260,Argentina,2022-04-21,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
261,Argentina,2022-04-22,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
262,Argentina,2022-04-23,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
263,Argentina,2022-04-24,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
264,Argentina,2022-04-25,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
265,Argentina,2022-04-26,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
266,Argentina,2022-04-27,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
267,Argentina,2022-04-28,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
268,Argentina,2022-04-29,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
269,Argentina,2022-04-30,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
270,Argentina,2022-05-01,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
271,Argentina,2022-05-02,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
272,Argentina,2022-05-03,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
273,Argentina,2022-05-04,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
274,Argentina,2022-05-05,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
275,Argentina,2022-05-06,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
276,Argentina,2022-05-07,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
277,Argentina,2022-05-08,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
278,Argentina,2022-05-09,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
279,Argentina,2022-05-10,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
280,Argentina,2022-05-11,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
281,Argentina,2022-05-12,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
282,Argentina,2022-05-13,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
283,Argentina,2022-05-14,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
284,Argentina,2022-05-15,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
285,Argentina,2022-05-16,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
286,Argentina,2022-05-17,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
287,Argentina,2022-05-18,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
288,Argentina,2022-05-19,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
289,Argentina,2022-05-20,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
290,Argentina,2022-05-21,0,0,-63.61667199999999,-38.416097,Americas,Latin America and the Caribbean,0,0
